"","Site","RCP","Period","Rgroup","Median_Biomass","Percent_Change"
"6761","33","RCP45","Hist","p.warm.grass",-5.17643371,-14.3173029463832
"6771","33","RCP45","Hist","sagebrush",-96.66149172,-21.5002879205905
"6781","33","RCP45","Hist","shrub",-0.47770223,-6.07435061489588
"6851","33","RCP85","Hist","a.forb",-0.17295887,-2.95076130655171
"6861","33","RCP85","Hist","p.cool.grass",-3.94431288999999,-5.88903606288221
"6871","33","RCP85","Hist","p.forb",-1.21915656,-6.9386846912086
"6881","33","RCP85","Hist","p.warm.grass",-5.17643371,-14.3173029463832
"6891","33","RCP85","Hist","sagebrush",-96.66149172,-21.5002879205905
"6901","33","RCP85","Hist","shrub",-0.47770223,-6.07435061489588
"6971","34","RCP45","Hist","a.forb",-1.069330835,-20.007623296494
"6981","34","RCP45","Hist","p.cool.grass",-7.37543688,-12.5829663034365
"6991","34","RCP45","Hist","p.forb",-1.40812074,-8.69018919310217
"7001","34","RCP45","Hist","p.warm.grass",-7.12239609,-25.7344873743576
"7011","34","RCP45","Hist","sagebrush",-138.90047884,-37.9013698526839
"7021","34","RCP45","Hist","shrub",-1.32452409,-18.3687392814652
"7091","34","RCP85","Hist","a.forb",-1.069330835,-20.007623296494
"7101","34","RCP85","Hist","p.cool.grass",-7.37543688,-12.5829663034365
"7111","34","RCP85","Hist","p.forb",-1.40812074,-8.69018919310217
"7121","34","RCP85","Hist","p.warm.grass",-7.12239609,-25.7344873743576
"7131","34","RCP85","Hist","sagebrush",-138.90047884,-37.9013698526839
"7141","34","RCP85","Hist","shrub",-1.32452409,-18.3687392814652
"7211","35","RCP45","Hist","a.forb",-0.155527855,-2.85348403789735
"7221","35","RCP45","Hist","p.cool.grass",-4.78287254,-8.90477397183547
"7231","35","RCP45","Hist","p.forb",-0.61998139,-3.99773015222574
"7241","35","RCP45","Hist","p.warm.grass",-1.41469783,-5.48476684429931
"7251","35","RCP45","Hist","sagebrush",-28.71598052,-8.24042366146204
"7261","35","RCP45","Hist","shrub",-0.18342176,-2.64188619438751
"7331","35","RCP85","Hist","a.forb",-0.155527855,-2.85348403789735
"7341","35","RCP85","Hist","p.cool.grass",-4.78287254,-8.90477397183547
"7351","35","RCP85","Hist","p.forb",-0.61998139,-3.99773015222574
"7361","35","RCP85","Hist","p.warm.grass",-1.41469783,-5.48476684429931
"7371","35","RCP85","Hist","sagebrush",-28.71598052,-8.24042366146204
"7381","35","RCP85","Hist","shrub",-0.18342176,-2.64188619438751
"7451","37","RCP45","Hist","a.forb",-0.122136965,-1.88030769590754
"7461","37","RCP45","Hist","p.cool.grass",4.59188834999999,6.42738626803035
"7471","37","RCP45","Hist","p.forb",-0.464221340000002,-2.48533400789401
"7481","37","RCP45","Hist","p.warm.grass",-3.30803994,-8.18329049380534
"7491","37","RCP45","Hist","sagebrush",-283.11644193,-50.4313426900449
"7501","37","RCP45","Hist","shrub",-0.207108830000001,-2.4736442885438
"7571","37","RCP85","Hist","a.forb",-0.122136965,-1.88030769590754
"7581","37","RCP85","Hist","p.cool.grass",4.59188834999999,6.42738626803035
"7591","37","RCP85","Hist","p.forb",-0.464221340000002,-2.48533400789401
"7601","37","RCP85","Hist","p.warm.grass",-3.30803994,-8.18329049380534
"7611","37","RCP85","Hist","sagebrush",-283.11644193,-50.4313426900449
"7621","37","RCP85","Hist","shrub",-0.207108830000001,-2.4736442885438
"7691","38","RCP45","Hist","a.forb",-0.21609574,-3.49020902249109
"7701","38","RCP45","Hist","p.cool.grass",-0.191811950000002,-0.272054364018262
"7711","38","RCP45","Hist","p.forb",-0.274842785000001,-1.50883892287756
"7721","38","RCP45","Hist","p.warm.grass",-5.34193431,-14.1805699708944
"7731","38","RCP45","Hist","sagebrush",-111.08525913,-22.8637809580338
"7741","38","RCP45","Hist","shrub",0.202333320000001,2.44937060143679
"7811","38","RCP85","Hist","a.forb",-0.21609574,-3.49020902249109
"7821","38","RCP85","Hist","p.cool.grass",-0.191811950000002,-0.272054364018262
"7831","38","RCP85","Hist","p.forb",-0.274842785000001,-1.50883892287756
"7841","38","RCP85","Hist","p.warm.grass",-5.34193431,-14.1805699708944
"7851","38","RCP85","Hist","sagebrush",-111.08525913,-22.8637809580338
"7861","38","RCP85","Hist","shrub",0.202333320000001,2.44937060143679
"7931","39","RCP45","Hist","a.forb",0.168217569999999,2.75664274259388
"7941","39","RCP45","Hist","p.cool.grass",4.13421212999999,5.82752647438834
"7951","39","RCP45","Hist","p.forb",-0.121443984999999,-0.656764350042085
"7961","39","RCP45","Hist","p.warm.grass",0.987498809999998,2.43285024302932
"7971","39","RCP45","Hist","sagebrush",-84.93408388,-15.5542886976507
"7981","39","RCP45","Hist","shrub",-0.3393388,-4.0020103055491
"8051","39","RCP85","Hist","a.forb",0.168217569999999,2.75664274259388
"8061","39","RCP85","Hist","p.cool.grass",4.13421212999999,5.82752647438834
"8071","39","RCP85","Hist","p.forb",-0.121443984999999,-0.656764350042085
"8081","39","RCP85","Hist","p.warm.grass",0.987498809999998,2.43285024302932
"8091","39","RCP85","Hist","sagebrush",-84.93408388,-15.5542886976507
"8101","39","RCP85","Hist","shrub",-0.3393388,-4.0020103055491
"8171","40","RCP45","Hist","a.forb",-0.0699793900000003,-1.09989640796762
"8181","40","RCP45","Hist","p.cool.grass",3.84015725,5.18656787606325
"8191","40","RCP45","Hist","p.forb",0.748557659999999,3.95221100717363
"8201","40","RCP45","Hist","p.warm.grass",-2.3226026,-5.65877569219737
"8211","40","RCP45","Hist","sagebrush",-92.9956335400001,-14.0455286638825
"8221","40","RCP45","Hist","shrub",0.0112836400000003,0.13013296020165
"8291","40","RCP85","Hist","a.forb",-0.0699793900000003,-1.09989640796762
"8301","40","RCP85","Hist","p.cool.grass",3.84015725,5.18656787606325
"8311","40","RCP85","Hist","p.forb",0.748557659999999,3.95221100717363
"8321","40","RCP85","Hist","p.warm.grass",-2.3226026,-5.65877569219737
"8331","40","RCP85","Hist","sagebrush",-92.9956335400001,-14.0455286638825
"8341","40","RCP85","Hist","shrub",0.0112836400000003,0.13013296020165
